"","cond","vA_sue","vB_sue","defec","negl","countf","capab","fault","superh","comp1","comp2","familiarity","mod","countf2","cond_name","cond_n"
"1","FL_39",100,24,10,43,7,25,93,66,1,1,0,32.5333333333333,7,"av",1
"2","FL_39",100,0,3,2,20,1,100,95,1,1,5,24,20,"av",1
"3","FL_39",61,14,29,18,50,50,61,69,1,1,35,48,50,"av",1
"4","FL_39",100,10,5,0,80,92,100,100,1,1,0,25.2666666666667,80,"av",1
"5","FL_39",87,2,4,1,7,7,39,62,1,1,0,20.1333333333333,7,"av",1
"6","FL_39",100,0,0,0,0,0,100,100,1,1,0,15.7333333333333,0,"av",1
"7","FL_39",100,0,0,0,0,0,100,100,1,1,60,68,0,"av",1
"8","FL_39",63,88,80,86,74,65,69,84,1,1,64,70.4666666666667,74,"av",1
"9","FL_39",92,69,84,92,87,25,67,42,1,1,70,75.7333333333333,87,"av",1
"10","FL_39",94,43,100,39,59,98,50,94,1,1,25,37.1333333333333,59,"av",1
"11","FL_39",100,0,0,0,6,15,60,55,1,1,61,40.7333333333333,6,"av",1
"12","FL_39",42,61,60,50,64,60,60,87,1,1,50,50.6,64,"av",1
"13","FL_39",54,40,37,0,24,22,29,80,1,1,0,18.8,24,"av",1
"14","FL_39",100,0,0,0,0,0,60,65,1,1,0,29.6666666666667,0,"av",1
"15","FL_39",60,90,80,60,100,100,100,100,1,1,10,17.6666666666667,100,"av",1
"16","FL_39",80,21,15,18,30,20,78,80,1,1,40,49.6,30,"av",1
"17","FL_39",94,8,0,8,35,44,61,65,1,1,28,62.8,35,"av",1
"18","FL_39",100,0,0,0,0,0,100,15,1,1,0,24.8,0,"av",1
"19","FL_39",100,0,0,0,0,0,85,100,1,1,5,47.4666666666667,0,"av",1
"20","FL_39",36,72,72,74,70,71,69,66,1,1,61,56.1333333333333,70,"av",1
"21","FL_39",80,13,40,40,56,43,59,57,1,1,24,43.6,56,"av",1
"22","FL_39",100,0,50,0,0,0,50,100,1,1,71,39.7333333333333,0,"av",1
"23","FL_39",100,0,0,0,20,69,100,86,1,1,0,13.7333333333333,20,"av",1
"24","FL_39",100,30,20,15,60,50,0,100,1,1,75,30.3333333333333,60,"av",1
"25","FL_39",57,62,66,7,94,87,99,81,1,1,75,78.3333333333333,94,"av",1
"26","FL_39",100,0,9,0,30,19,20,62,1,1,8,41.4,30,"av",1
"27","FL_39",100,61,82,81,33,100,97,100,1,1,100,66.7333333333333,33,"av",1
"28","FL_39",100,0,0,0,0,0,10,60,1,1,40,82.3333333333333,0,"av",1
"29","FL_39",100,0,0,0,6,0,50,50,1,1,16,50.2666666666667,6,"av",1
"30","FL_39",0,0,0,0,12,0,100,100,1,1,85,68,12,"av",1
"31","FL_39",76,59,59,57,68,73,88,65,1,1,74,77.2,68,"av",1
"32","FL_39",0,0,95,95,5,20,100,100,1,1,1,21.4666666666667,5,"av",1
"33","FL_39",97,0,1,0,0,0,0,3,1,1,83,74.6666666666667,0,"av",1
"34","FL_39",100,0,0,0,9,10,0,50,1,1,50,69.4666666666667,9,"av",1
"35","FL_39",100,5,5,0,70,10,95,100,1,1,80,42,70,"av",1
"36","FL_39",97,23,8,6,50,50,78,85,1,1,1,49.3333333333333,50,"av",1
"37","FL_39",19,27,100,100,100,100,100,100,1,1,85,68.4666666666667,100,"av",1
"38","FL_39",82,100,77,44,80,78,70,70,1,1,78,70.6666666666667,80,"av",1
"39","FL_39",100,19,59,57,61,81,91,74,1,1,28,34.5333333333333,61,"av",1
"40","FL_39",100,0,0,0,0,0,61,100,1,1,0,46.6666666666667,0,"av",1
"41","FL_39",100,0,0,0,0,0,60,73,1,1,100,91.2666666666667,0,"av",1
"42","FL_39",92,0,9,0,10,40,61,30,1,1,50,55.7333333333333,10,"av",1
"43","FL_39",0,84,62,82,93,91,100,100,1,1,0,34.9333333333333,93,"av",1
"44","FL_39",100,0,0,0,25,25,100,100,1,1,100,93.3333333333333,25,"av",1
"45","FL_39",100,1,0,0,59,17,8,55,1,1,77,67.2,59,"av",1
"46","FL_39",6,9,9,68,94,82,90,74,1,1,7,24,94,"av",1
"47","FL_39",100,0,0,0,20,0,100,95,1,1,0,19.3333333333333,20,"av",1
"48","FL_39",99,25,13,18,100,30,84,85,1,1,79,78.0666666666667,100,"av",1
"49","FL_39",75,60,60,50,81,40,71,92,1,1,30,43.8,81,"av",1
"50","FL_39",100,0,0,0,49,29,50,17,1,1,0,24.5333333333333,49,"av",1
"51","FL_39",65,61,74,78,56,66,39,87,1,1,63,62,56,"av",1
"52","FL_39",85,31,31,33,67,78,77,83,1,1,80,74.6666666666667,67,"av",1
"53","FL_39",75,4,29,16,60,35,50,90,1,1,0,50,60,"av",1
"54","FL_39",100,16,5,0,50,50,81,100,1,1,50,53,50,"av",1
"55","FL_39",93,8,12,8,17,18,65,100,1,1,5,34.3333333333333,17,"av",1
"56","FL_39",100,0,0,0,0,0,74,100,1,1,100,88,0,"av",1
"57","FL_39",100,0,0,100,0,0,50,100,1,1,85,86.8666666666667,0,"av",1
"58","FL_39",100,0,19,0,43,20,50,73,1,1,50,69.4666666666667,43,"av",1
"59","FL_39",100,0,0,0,10,10,50,70,1,1,50,39,10,"av",1
"60","FL_39",100,0,0,0,85,50,100,100,1,1,25,61.0666666666667,85,"av",1
"61","FL_39",100,40,60,20,100,30,100,100,1,1,20,22.6666666666667,100,"av",1
"62","FL_39",81,9,0,0,3,1,40,81,1,1,28,53.4,3,"av",1
"63","FL_39",100,24,75,69,10,84,68,100,1,1,18,27.5333333333333,10,"av",1
"64","FL_39",100,0,0,0,10,0,71,51,1,1,63,67.7333333333333,10,"av",1
"65","FL_39",100,0,0,0,77,79,100,100,1,1,76,80.4666666666667,77,"av",1
"66","FL_39",100,1,2,0,67,18,62,57,1,1,22,48.4666666666667,67,"av",1
"67","FL_39",97,0,5,0,35,18,37,81,1,1,53,55.2666666666667,35,"av",1
"68","FL_39",1,87,86,96,59,88,50,84,1,1,50,60.7333333333333,59,"av",1
"69","FL_39",80,61,32,80,94,92,100,79,1,1,33,35.9333333333333,94,"av",1
"70","FL_39",50,70,72,80,20,47,64,83,1,1,86,61.2666666666667,20,"av",1
"71","FL_39",72,9,9,9,95,40,30,30,1,1,20,38.5333333333333,95,"av",1
"72","FL_39",96,31,40,52,82,70,77,100,1,1,71,67.6,82,"av",1
"73","FL_39",100,0,0,100,5,0,100,65,1,1,20,43.3333333333333,5,"av",1
"74","FL_39",100,0,50,0,60,50,100,91,1,1,100,62,60,"av",1
"75","FL_39",100,75,60,50,100,80,95,100,1,1,65,63,100,"av",1
"76","FL_39",81,12,5,14,31,37,29,69,1,1,59,66.2666666666667,31,"av",1
"77","FL_39",62,89,78,73,61,63,89,83,1,1,88,73.5333333333333,61,"av",1
"78","FL_39",100,0,0,0,0,0,50,0,1,1,0,63.0666666666667,0,"av",1
"79","FL_39",100,0,0,0,50,19,51,72,1,1,100,81.2666666666667,50,"av",1
"80","FL_39",100,0,0,0,71,39,70,70,1,1,71,66,71,"av",1
"81","FL_39",0,15,10,10,80,15,30,60,1,1,60,64,80,"av",1
"82","FL_39",100,0,0,0,10,0,20,100,1,1,0,28.3333333333333,10,"av",1
"83","FL_39",100,0,68,0,95,19,94,0,1,1,0,88.2666666666667,95,"av",1
"84","FL_39",95,3,5,5,12,10,100,100,1,1,0,37.2666666666667,12,"av",1
"85","FL_39",100,0,0,0,9,8,50,90,1,1,9,27.8,9,"av",1
"86","FL_39",100,0,0,0,0,0,25,60,1,1,100,70,0,"av",1
"87","FL_39",100,0,0,0,10,0,79,7,1,1,0,31.4666666666667,10,"av",1
"88","FL_39",100,0,0,0,0,0,0,0,1,1,50,77.2666666666667,0,"av",1
"89","FL_39",100,0,0,0,0,55,100,100,1,1,0,42.5333333333333,0,"av",1
"90","FL_39",59,43,42,43,47,49,47,51,1,1,51,50.5333333333333,47,"av",1
"91","FL_39",100,0,0,0,0,10,92,91,1,1,30,39.4666666666667,0,"av",1
"92","FL_39",7,89,100,92,97,100,100,100,1,1,100,91.5333333333333,97,"av",1
"93","FL_39",100,10,0,0,50,50,90,100,1,1,50,93.3333333333333,50,"av",1
"94","FL_39",100,0,0,0,0,0,73,74,1,1,0,13.3333333333333,0,"av",1
"95","FL_39",100,0,0,0,0,0,75,100,1,1,40,45.2,0,"av",1
"96","FL_39",65,75,62,61,71,82,76,71,1,1,7,26.4,71,"av",1
"97","FL_39",90,0,0,0,30,20,20,30,1,1,100,68.3333333333333,30,"av",1
"98","FL_39",90,10,5,0,65,15,100,100,1,1,25,36.6666666666667,65,"av",1
"99","FL_39",96,9,22,3,34,13,78,63,1,1,43,45.8666666666667,34,"av",1
"100","FL_39",100,0,0,0,0,0,100,81,1,1,80,70.4,0,"av",1
"101","FL_39",100,0,0,0,0,50,50,50,1,1,50,70,0,"av",1
"102","FL_39",34,67,59,40,57,34,57,37,1,1,57,48,57,"av",1
"103","FL_39",100,0,0,0,10,45,0,75,1,1,95,75.9333333333333,10,"av",1
"104","FL_39",97,0,0,0,61,3,19,99,1,1,75,55.9333333333333,61,"av",1
"105","FL_39",100,0,24,0,0,0,0,50,1,1,26,55.0666666666667,0,"av",1
"106","FL_39",90,10,10,10,10,10,90,80,1,1,90,90,10,"av",1
"107","FL_39",90,25,5,5,53,33,67,85,1,1,45,48.5333333333333,53,"av",1
"108","FL_39",0,0,0,0,0,0,100,50,1,1,0,38.5333333333333,0,"av",1
"109","FL_39",70,45,30,35,75,55,80,100,1,1,0,10.3333333333333,75,"av",1
"110","FL_39",100,15,1,2,25,35,90,70,1,1,30,46.6666666666667,25,"av",1
"111","FL_39",67,35,42,50,59,67,86,88,1,1,53,80.8666666666667,59,"av",1
"112","FL_39",100,0,0,0,56,4,100,81,1,1,61,84.2,56,"av",1
"113","FL_39",20,100,100,90,90,95,80,100,1,1,55,52.9333333333333,90,"av",1
"114","FL_39",100,0,0,0,0,0,0,0,1,1,0,40,0,"av",1
"115","FL_39",100,65,50,5,41,69,75,100,1,1,5,28.2666666666667,41,"av",1
"116","FL_39",95,10,22,31,49,15,74,94,1,1,68,48.6666666666667,49,"av",1
"117","FL_39",100,0,0,0,29,6,76,50,1,1,98,75.8,29,"av",1
"118","FL_39",100,0,0,0,15,20,12,82,1,1,91,88.2666666666667,15,"av",1
"119","FL_39",100,0,0,0,0,0,100,50,1,1,100,88.1333333333333,0,"av",1
"120","FL_39",100,60,60,55,50,95,100,100,1,1,0,20.6,50,"av",1
"121","FL_39",100,0,0,0,60,0,40,70,1,1,80,87.3333333333333,60,"av",1
"122","FL_39",100,0,50,0,24,0,100,100,1,1,50,39,24,"av",1
"123","FL_39",80,60,60,10,10,90,100,100,1,1,10,19,10,"av",1
"124","FL_39",100,7,10,0,0,0,80,89,1,1,27,36.6666666666667,0,"av",1
"125","FL_39",96,7,0,0,47,44,50,52,1,1,56,45.9333333333333,47,"av",1
"126","FL_39",93,21,4,1,3,13,88,74,1,1,90,30.4666666666667,3,"av",1
"127","FL_39",100,0,0,0,13,4,70,72,1,1,55,74.5333333333333,13,"av",1
"128","FL_39",80,6,8,0,26,19,30,39,1,1,60,56.8,26,"av",1
"129","FL_39",96,3,16,7,15,22,74,76,1,1,60,41.8,15,"av",1
"130","FL_39",85,25,20,20,20,50,70,50,1,1,40,53.6666666666667,20,"av",1
"131","FL_39",92,8,8,8,9,7,50,92,1,1,50,76.5333333333333,9,"av",1
"132","FL_39",95,17,19,33,67,57,57,99,1,1,22,38.6666666666667,67,"av",1
"133","FL_39",95,3,25,0,82,50,60,100,1,1,25,60.7333333333333,82,"av",1
"134","FL_39",100,0,0,0,55,15,20,10,1,1,45,56.6666666666667,55,"av",1
"135","FL_39",100,10,0,6,10,5,100,15,1,1,100,59.8,10,"av",1
"136","FL_39",100,0,0,0,10,0,100,100,1,1,14,70.1333333333333,10,"av",1
"137","FL_39",80,20,20,10,40,40,30,76,1,1,20,48,40,"av",1
"138","FL_39",99,0,5,0,20,20,70,95,1,1,40,49,20,"av",1
"139","FL_39",100,11,40,40,93,80,100,82,1,1,0,32.2666666666667,93,"av",1
"140","FL_39",100,0,0,0,82,24,21,50,1,1,13,23.4,82,"av",1
"141","FL_39",100,0,19,0,0,0,100,50,1,1,29,37.3333333333333,0,"av",1
"142","FL_39",27,68,80,84,59,77,100,69,1,1,70,63.2,59,"av",1
"143","FL_39",100,0,0,0,25,9,100,80,1,1,75,58.3333333333333,25,"av",1
"144","FL_39",100,0,50,10,0,10,10,90,1,1,75,57,0,"av",1
"145","FL_39",90,45,40,5,30,20,60,100,1,1,90,65,30,"av",1
"146","FL_39",100,0,0,0,26,60,65,79,1,1,24,34.2666666666667,26,"av",1
"147","FL_39",100,100,100,100,0,95,100,99,1,1,0,53.4,0,"av",1
"148","FL_39",100,0,0,0,0,0,100,50,1,1,75,74.6666666666667,0,"av",1
"149","FL_39",80,0,0,0,100,0,80,100,1,1,30,58,100,"av",1
"150","FL_39",100,0,0,0,70,100,100,100,1,1,0,30,70,"av",1
"151","FL_39",99,44,54,4,90,76,46,60,1,1,29,55.0666666666667,90,"av",1
"152","FL_40",100,0,0,8,31,41,50,91,NA,1,0,21.4666666666667,31,"human",2
"153","FL_40",100,22,0,0,0,0,22,100,NA,1,57,59.2,0,"human",2
"154","FL_40",89,42,17,0,3,12,63,100,NA,1,0,20.6666666666667,3,"human",2
"155","FL_40",100,0,0,0,0,0,100,50,NA,1,50,68.3333333333333,0,"human",2
"156","FL_40",100,0,0,0,0,0,50,71,NA,1,50,26.6666666666667,0,"human",2
"157","FL_40",73,21,33,30,27,32,23,69,NA,1,65,52.8,27,"human",2
"158","FL_40",73,29,72,38,38,40,30,60,NA,1,63,57.2,38,"human",2
"159","FL_40",50,50,56,50,70,62,50,76,NA,1,50,55.1333333333333,70,"human",2
"160","FL_40",100,11,10,0,0,0,80,50,NA,1,23,30,0,"human",2
"161","FL_40",94,13,96,15,24,50,50,94,NA,1,50,37.6,24,"human",2
"162","FL_40",100,0,0,0,100,0,50,68,NA,1,0,34.9333333333333,100,"human",2
"163","FL_40",100,0,0,0,0,50,50,95,NA,1,20,23.3333333333333,0,"human",2
"164","FL_40",92,0,0,0,9,60,80,92,NA,1,10,29.8666666666667,9,"human",2
"165","FL_40",100,20,0,0,8,0,20,60,NA,1,40,65.4666666666667,8,"human",2
"166","FL_40",90,25,15,0,5,5,80,85,NA,1,61,62.3333333333333,5,"human",2
"167","FL_40",100,0,0,0,0,5,100,65,NA,1,40,56.6,0,"human",2
"168","FL_40",100,0,50,0,60,18,91,80,NA,1,91,74.0666666666667,60,"human",2
"169","FL_40",49,100,49,0,100,77,100,94,NA,1,0,62.4666666666667,100,"human",2
"170","FL_40",90,5,0,0,11,24,74,90,NA,1,40,39.9333333333333,11,"human",2
"171","FL_40",100,7,0,0,0,0,10,79,NA,1,8,41.0666666666667,0,"human",2
"172","FL_40",75,63,75,83,72,32,79,83,NA,1,27,41.9333333333333,72,"human",2
"173","FL_40",86,23,18,17,28,48,50,73,NA,1,77,72.6666666666667,28,"human",2
"174","FL_40",100,0,0,55,17,65,61,84,NA,1,34,54.3333333333333,17,"human",2
"175","FL_40",100,0,0,0,0,0,53,100,NA,1,50,57.7333333333333,0,"human",2
"176","FL_40",100,0,0,20,0,40,50,100,NA,1,50,70.6666666666667,0,"human",2
"177","FL_40",100,5,0,0,0,18,50,100,NA,1,20,62,0,"human",2
"178","FL_40",70,50,30,60,35,60,50,100,NA,1,0,5.33333333333333,35,"human",2
"179","FL_40",100,0,0,0,10,9,90,95,NA,1,10,40.0666666666667,10,"human",2
"180","FL_40",100,0,5,0,95,20,86,96,NA,1,0,44.0666666666667,95,"human",2
"181","FL_40",100,9,0,0,0,0,17,100,NA,1,17,35.8,0,"human",2
"182","FL_40",100,50,50,5,10,10,60,70,NA,1,30,55.3333333333333,10,"human",2
"183","FL_40",100,0,0,0,11,5,50,100,NA,1,0,19.3333333333333,11,"human",2
"184","FL_40",100,0,0,0,0,29,62,96,NA,1,28,57.8,0,"human",2
"185","FL_40",93,10,10,10,10,20,65,90,NA,1,47,66.0666666666667,10,"human",2
"186","FL_40",100,50,0,0,0,50,100,80,NA,1,75,43.6666666666667,0,"human",2
"187","FL_40",23,45,32,33,40,43,52,67,NA,1,47,56.8666666666667,40,"human",2
"188","FL_40",100,1,0,0,0,0,50,100,NA,1,12,35.4666666666667,0,"human",2
"189","FL_40",100,20,0,0,0,0,0,100,NA,1,26,45.8666666666667,0,"human",2
"190","FL_40",100,0,0,0,0,0,0,27,NA,1,19,46.8,0,"human",2
"191","FL_40",100,10,11,0,0,0,0,91,NA,1,40,41.5333333333333,0,"human",2
"192","FL_40",88,17,15,6,84,14,50,85,NA,1,68,47.8,84,"human",2
"193","FL_40",100,72,0,0,0,0,100,100,NA,1,90,78.3333333333333,0,"human",2
"194","FL_40",100,15,5,10,5,90,90,100,NA,1,10,58,5,"human",2
"195","FL_40",100,0,0,100,85,100,100,100,NA,1,11,15.2,85,"human",2
"196","FL_40",100,0,0,0,0,10,100,100,NA,1,33,60.8,0,"human",2
"197","FL_40",55,10,10,0,20,20,100,90,NA,1,0,29.3333333333333,20,"human",2
"198","FL_40",100,0,0,0,0,0,80,100,NA,1,80,73.3333333333333,0,"human",2
"199","FL_40",100,0,0,0,0,20,80,100,NA,1,90,88,0,"human",2
"200","FL_40",100,0,0,0,100,0,50,100,NA,1,90,60.3333333333333,100,"human",2
"201","FL_40",100,0,0,0,0,0,42,53,NA,1,33,71.6,0,"human",2
"202","FL_40",100,0,0,0,0,70,50,50,NA,1,50,30.3333333333333,0,"human",2
"203","FL_40",100,0,0,0,0,0,0,50,NA,1,65,56.3333333333333,0,"human",2
"204","FL_40",73,0,8,12,10,37,100,26,NA,1,0,42.6666666666667,10,"human",2
"205","FL_40",100,0,0,0,0,0,50,80,NA,1,40,47.2666666666667,0,"human",2
"206","FL_40",100,0,0,0,0,0,81,80,NA,1,40,52,0,"human",2
"207","FL_40",55,86,25,67,66,77,66,76,NA,1,64,73.0666666666667,66,"human",2
"208","FL_40",90,20,0,0,5,10,75,100,NA,1,10,38,5,"human",2
"209","FL_40",100,20,50,0,0,50,100,60,NA,1,30,49.3333333333333,0,"human",2
"210","FL_40",100,89,15,1,8,0,8,96,NA,1,100,89.0666666666667,8,"human",2
"211","FL_40",100,0,71,10,0,5,50,85,NA,1,75,64.6666666666667,0,"human",2
"212","FL_40",100,10,5,0,9,5,100,61,NA,1,85,66.6,9,"human",2
"213","FL_40",100,100,0,0,0,0,51,81,NA,1,34,51.1333333333333,0,"human",2
"214","FL_40",100,10,0,0,10,80,80,100,NA,1,9,19,10,"human",2
"215","FL_40",100,0,0,0,86,10,50,100,NA,1,0,39.4,86,"human",2
"216","FL_40",100,0,9,0,18,17,89,74,NA,1,100,77.7333333333333,18,"human",2
"217","FL_40",100,0,0,0,0,0,0,75,NA,1,0,28.3333333333333,0,"human",2
"218","FL_40",100,8,51,2,25,5,71,60,NA,1,71,55.2666666666667,25,"human",2
"219","FL_40",50,0,0,0,0,0,0,80,NA,1,0,43.5333333333333,0,"human",2
"220","FL_40",79,31,9,29,34,41,64,62,NA,1,45,46.9333333333333,34,"human",2
"221","FL_40",100,0,0,0,27,14,54,35,NA,1,52,58,27,"human",2
"222","FL_40",100,50,0,0,0,0,50,50,NA,1,0,8.06666666666667,0,"human",2
"223","FL_40",80,10,5,5,5,5,10,60,NA,1,50,49,5,"human",2
"224","FL_40",99,15,0,1,10,55,70,95,NA,1,15,22.4,10,"human",2
"225","FL_40",100,0,0,0,0,10,100,100,NA,1,5,42,0,"human",2
"226","FL_40",92,0,0,6,6,36,58,84,NA,1,35,50.1333333333333,6,"human",2
"227","FL_40",100,10,10,0,0,0,100,100,NA,1,20,46.5333333333333,0,"human",2
"228","FL_40",100,8,0,0,3,9,13,81,NA,1,19,23.9333333333333,3,"human",2
"229","FL_40",81,37,24,13,70,14,28,73,NA,1,17,44.2666666666667,70,"human",2
"230","FL_40",100,0,10,100,0,4,50,80,NA,1,10,59.6666666666667,0,"human",2
"231","FL_40",100,0,8,55,0,12,0,85,NA,1,68,85,0,"human",2
"232","FL_40",80,20,30,20,10,15,90,80,NA,1,30,47,10,"human",2
"233","FL_40",100,0,0,0,10,0,65,82,NA,1,50,50.2666666666667,10,"human",2
"234","FL_40",100,0,0,0,0,0,50,50,NA,1,10,53.2,0,"human",2
"235","FL_40",100,0,0,0,3,10,12,50,NA,1,35,53.3333333333333,3,"human",2
"236","FL_40",100,0,0,0,0,0,0,70,NA,1,0,22.6666666666667,0,"human",2
"237","FL_40",83,0,0,30,25,60,67,98,NA,1,40,58.3333333333333,25,"human",2
"238","FL_40",100,0,0,0,0,0,100,100,NA,1,0,36.3333333333333,0,"human",2
"239","FL_40",100,0,0,0,60,30,70,80,NA,1,30,52,60,"human",2
"240","FL_40",100,0,0,0,9,26,91,100,NA,1,85,82.4,9,"human",2
"241","FL_40",100,36,14,20,3,65,23,100,NA,1,3,23.5333333333333,3,"human",2
"242","FL_40",100,60,20,0,10,5,100,100,NA,1,20,57.3333333333333,10,"human",2
"243","FL_40",65,5,8,0,5,20,100,50,NA,1,20,59.1333333333333,5,"human",2
"244","FL_40",91,0,23,7,18,82,32,90,NA,1,79,74.3333333333333,18,"human",2
"245","FL_40",100,10,0,0,20,5,50,70,NA,1,21,58.0666666666667,20,"human",2
"246","FL_40",100,20,10,1,0,6,93,100,NA,1,28,65.7333333333333,0,"human",2
"247","FL_40",100,0,0,0,0,0,50,86,NA,1,0,15.5333333333333,0,"human",2
"248","FL_40",100,20,20,9,19,10,19,82,NA,1,72,73.0666666666667,19,"human",2
"249","FL_40",95,79,80,29,80,90,100,91,NA,1,66,20.2,80,"human",2
"250","FL_40",90,0,0,0,5,15,50,50,NA,1,50,43,5,"human",2
"251","FL_40",100,0,0,4,0,10,0,82,NA,1,20,39.4,0,"human",2
"252","FL_40",90,50,10,10,45,30,80,100,NA,1,10,42.6666666666667,45,"human",2
"253","FL_40",100,0,0,0,0,0,0,75,NA,1,85,52.3333333333333,0,"human",2
"254","FL_40",80,0,0,0,13,19,53,74,NA,1,32,45.8666666666667,13,"human",2
"255","FL_40",80,38,28,50,11,23,55,84,NA,1,50,55.8,11,"human",2
"256","FL_40",94,1,0,0,100,5,50,88,NA,1,28,38.8666666666667,100,"human",2
"257","FL_40",100,0,0,0,100,0,100,92,NA,1,73,86.7333333333333,100,"human",2
"258","FL_40",100,50,0,0,0,0,50,100,NA,1,81,71.7333333333333,0,"human",2
"259","FL_40",95,8,2,4,40,39,60,60,NA,1,42,53.0666666666667,40,"human",2
"260","FL_40",100,0,0,0,0,0,50,100,NA,1,50,73.3333333333333,0,"human",2
"261","FL_40",90,10,8,5,40,10,80,90,NA,1,60,61.5333333333333,40,"human",2
"262","FL_40",80,0,20,9,20,8,60,70,NA,1,40,38,20,"human",2
"263","FL_40",100,0,0,0,0,0,84,94,NA,1,11,37.8,0,"human",2
"264","FL_40",100,0,0,0,0,0,100,100,NA,1,55,53.6,0,"human",2
"265","FL_40",100,0,0,0,0,0,50,0,NA,1,0,47.7333333333333,0,"human",2
"266","FL_40",100,0,0,0,0,0,100,100,NA,1,0,16.6666666666667,0,"human",2
"267","FL_40",100,19,0,0,0,0,0,100,NA,1,21,23.5333333333333,0,"human",2
"268","FL_40",100,0,50,10,90,35,60,85,NA,1,0,53,90,"human",2
"269","FL_40",100,0,0,0,0,0,75,100,NA,1,85,81.6,0,"human",2
"270","FL_40",85,10,2,2,35,30,85,70,NA,1,15,45.3333333333333,35,"human",2
"271","FL_40",100,0,0,1,0,0,50,86,NA,1,13,45.8666666666667,0,"human",2
